time,score,people
2008,5.4,16723
2016,3.5,303
2001,7.6,238
2003,6.5,25175
2016,7.1,7488
1994,6.3,399
2017,,
2003,6.4,40157
1945,8.8,2555
1996,8.2,7356
2007,6.9,29408
2008,7.1,50832
1997,8.0,5536
2011,6.4,14353
2004,7.1,34776
2007,7.4,12433
,9.1,1816
2017,8.2,38442
2015,4.1,17204
1998,8.7,41873
2017,7.5,425
2015,6.2,21836
2008,8.4,73830
2011,7.1,97625
2004,7.4,16916
1998,8.2,16086
,8.5,10819
1996,8.0,5183
2016,9.2,468190
2003,7.5,11476
2004,6.8,38047
2015,7.2,70046
2017,,
2016,7.7,4122
2015,6.1,7327
2017,6.1,457
2014,7.9,5736
2016,8.8,3104
,8.2,12795
2017,7.3,245
2001,7.1,11591
2014,7.1,12270
2015,6.0,297
2017,7.8,910
2016,7.3,934
2017,,
2009,7.9,12851
2007,7.9,8281
2016,6.3,3533
2013,5.9,1964
2016,7.8,7949
2008,7.6,4532
2003,6.4,17953
1999,9.7,35739
2015,6.0,11039
2007,8.4,6871
2008,6.7,11562
2008,8.3,10463
,8.3,7996
2010,8.6,13802
2009,7.0,3816
2015,8.2,368
1964,9.1,4016
2013,6.6,2678
2014,3.9,172
1974,7.5,608
2006,7.8,2701
1998,7.3,3507
1995,7.4,6926
2004,7.9,14024
2008,6.7,121459
1998,8.3,6731
2007,8.7,15247
2017,5.9,331
1999,7.5,64982
1936,8.3,6573
2014,5.8,4420
1995,7.9,18906
1946,7.8,2381
1998,7.7,19498
2015,5.9,2077
2016,6.3,6515
2016,7.3,2703
2012,5.5,11230
1996,7.6,155046
2003,8.3,8004
1986,7.3,616
2006,7.0,16456
2012,7.8,5694
1979,8.3,3473
2016,5.7,10677
2014,5.4,1224
2017,6.0,444
1955,8.2,8550
2002,7.6,2588
2000,8.1,30148
2003,7.5,8534
2014,7.9,13376
2015,7.2,90463
2010,9.4,7048
1956,8.4,25327
2010,6.6,36471
1973,6.9,3161
1923,8.8,3289
2009,8.6,158872
2009,7.9,56333
2012,8.0,674
2015,5.0,25049
1999,7.2,17641
2011,8.9,60080
2017,7.3,705
2007,8.2,20949
2010,4.3,5878
2017,,
2008,8.6,30464
2015,7.4,4610
1994,8.4,1247
2007,7.7,21780
2011,8.2,19744
2015,7.2,3240
2016,5.8,1303
1999,8.4,3741
2001,6.8,13938
2016,6.7,2135
2012,6.9,9888
2010,5.9,16221
,9.2,4259
2006,5.4,15488
2016,7.8,26149
2004,8.1,17118
2006,6.8,45860
2017,,
2008,7.7,22961
2017,8.2,1390
2010,8.2,5521
2014,7.1,9076
2015,5.8,9661
2012,6.7,43810
2009,8.3,14694
2017,5.0,81
2016,2.6,2810
2008,8.7,4582
2010,8.2,12313
2014,6.5,3699
2007,7.1,56091
2006,7.1,25999
2012,7.7,26277
2015,4.0,84362
2013,4.7,20744
2005,6.6,16438
2016,4.5,8418
2017,8.7,56
2004,7.9,1354
2015,6.1,17040
,7.4,230
2015,6.1,8249
2004,8.6,26912
2013,5.8,4328
2014,6.2,1589
2008,6.7,11174
1960,8.3,5264
2015,5.2,353
2014,6.9,1509
2017,5.6,2992
1998,7.7,5265
1954,8.9,15474
2017,8.4,1808
2014,7.2,12578
2016,7.5,4724
2010,7.1,19499
2010,7.1,48939
2008,7.0,47669
2016,7.4,4624
2000,7.0,26741
2002,7.9,26508
2004,5.7,16119
2006,7.7,35626
2011,8.2,27740
2010,7.2,14816
1993,7.2,43854
2017,4.0,864
2012,7.1,10146
2016,8.7,19799
2009,6.0,56074
2000,7.6,3105
2015,6.3,3074
1998,8.1,12452
2004,8.6,7997
1984,6.7,7633
1999,6.5,8745
2007,8.2,23417
2015,6.1,60186
2012,3.4,17044
1940,8.7,4037
2016,5.6,5903
2008,6.5,15256
2000,8.7,8030
2008,7.7,2891
2016,9.5,47302
2002,7.7,6083
1991,7.7,1598
1995,7.9,12108
2010,7.8,4314
1997,8.2,3282
2000,8.5,27422
2002,6.5,19565
2014,6.9,10250
2016,,
1989,8.2,3493
1999,7.7,33636
2005,8.9,66829
2002,7.8,32673
2011,6.7,27763
2003,6.6,24091
2006,6.2,16876
2007,6.3,16749
2017,6.6,3612
2017,,
2002,6.6,20346
2017,6.3,6500
2012,6.6,127742
2015,8.2,3303
,7.7,6561
2016,8.1,3184
2016,6.7,6060
2015,7.5,464
2011,8.5,9425
2016,8.7,5471
2016,3.0,1336
2011,7.2,74123
2010,7.7,197075
2010,6.7,37260
2016,6.6,5123
2017,,
2009,7.0,16295
2011,8.2,7569
2011,8.7,9679
2014,3.1,291
2011,4.1,33096
2015,6.6,3609
2017,7.3,71
2016,6.4,1356
2010,6.4,22306
2013,7.2,6810
2014,7.7,13188
2016,5.1,14564
2016,5.7,24479
2014,7.3,11775
2017,5.9,836
2017,7.2,37
2016,4.7,9016
2012,4.2,7781
2006,8.1,19570
2014,7.6,19326
2015,6.5,4004
2013,7.9,4897
2011,7.8,71711
2011,7.2,29245
2015,8.0,133927
2008,7.4,2772
2016,6.0,19163
2016,4.2,453
2013,6.6,14597
2017,4.7,4865
2012,7.9,27377
2017,7.8,42
2016,8.8,2086
2015,6.5,5003
2013,6.5,129
2016,8.9,2462
2013,5.3,92
2016,7.7,172851
2011,9.7,3849
2016,6.9,12311
2015,5.8,85355
2015,7.6,4389
2012,7.4,17219
2013,7.7,51200
1999,9.2,25312
2011,7.6,12571
2008,5.1,84805
2011,7.4,19527
1973,8.2,3225
2015,5.9,4760
2010,7.3,12873
1988,7.9,10594
2008,8.5,4910
2000,7.1,39796
2015,8.2,10204
2008,7.8,2779
2017,7.3,1776
2016,6.2,81
1927,8.8,4541
2005,7.8,23451
2004,8.6,48362
1956,8.0,19761
1972,8.8,4067
2010,7.0,11057
1943,7.8,17850
1998,8.3,102372
1959,7.9,17148
1981,7.8,9721
1987,6.9,6957
1983,8.6,4602
2008,7.3,48654
2014,6.9,8727
2015,7.4,2361
2016,6.8,257
1994,8.2,2000
1991,,
2013,3.6,22401
1934,8.3,1760
1987,8.6,11289
2015,7.7,2474
1998,8.1,2093
2011,9.2,31945
2002,6.5,27376
2008,8.1,11830
1946,7.8,12772
2015,4.1,19048
2017,5.1,2928
2015,5.4,13388
2015,4.2,57261
1995,7.7,17075
1977,7.1,1971
1992,8.3,3140
1986,8.1,3247
2016,6.9,359
2007,7.4,89780
2014,7.0,3201
2013,7.9,85571
2000,8.1,15212
2009,6.5,19507
2002,7.2,17764
2016,5.5,15515
,8.1,122
2006,6.3,24433
2013,8.5,7174
2008,6.5,28175
2002,8.2,21020
2012,7.4,2803
2016,4.0,2011
2002,6.4,22202
2008,7.3,12613
2016,7.3,173
2010,8.8,18128
2003,6.5,15304
2001,7.8,7421
2016,6.1,20784
,7.4,8236
2011,6.7,19145
2014,7.6,15679
2017,7.2,1811
2002,7.7,10993
2015,4.0,2373
2010,6.9,5265
2014,5.2,7226
2017,5.8,1244
2006,8.4,16797
2013,6.3,39140
2011,5.9,58741
2011,6.7,10166
2015,7.1,563
2015,6.9,2431
2013,6.8,12755
2009,5.0,106004
2009,8.3,53635
2013,7.8,2353
2015,6.3,5212
2015,6.1,796
2008,6.6,21869
2012,5.8,19880
2016,4.7,9909
2006,6.6,26871
,7.1,749
2006,7.8,13320
2007,7.9,18144
2014,4.9,1510
2014,7.3,2469
2017,7.2,45
2017,7.2,538
2014,8.1,10466
2017,9.0,1484
2015,7.2,6012
2015,6.8,6821
2009,6.7,23321
2011,7.9,2635
2001,6.6,18577
2011,7.3,4795
2003,8.0,25010
2002,9.7,32781
2015,5.4,54304
2007,7.6,13636
2015,7.3,5173
2016,6.9,575
2015,5.9,2690
2014,6.0,4038
2016,6.5,366
2009,7.1,9315
2001,9.2,644673
2016,7.4,2594
2017,7.1,160915
2016,7.0,2591
1996,7.9,7927
1998,9.0,440616
2015,7.6,2933
2009,7.6,10926
1941,8.1,1887
2006,8.7,50933
2013,8.8,17092
1998,7.9,8297
2009,7.3,33604
1982,8.8,15244
1998,6.9,16157
1995,7.8,1162
1965,8.5,9857
2016,6.4,4018
2007,6.5,21462
2017,4.5,398
1999,7.3,64431
,,
2015,6.2,7457
1976,8.5,22537
1995,7.4,20108
2016,7.3,7996
2017,,
2013,8.2,68009
1989,8.3,34673
,6.9,26426
2004,7.7,13079
1992,7.6,7089
2012,6.3,45938
2012,6.5,11839
2016,7.2,5355
2005,7.3,35495
2015,4.8,1930
1950,8.7,20980
2004,8.3,10856
1999,7.5,28366
,7.7,1091
1990,8.3,16460
2002,6.8,14546
2002,7.6,13861
2013,6.7,4311
2011,8.4,23725
,,
2016,6.9,992
2009,7.4,18053
2016,4.2,922
2011,8.3,23548
2000,8.3,14856
2010,8.4,43415
1989,6.7,6907
2006,6.5,4269
1978,7.3,3239
1996,7.9,2804
2011,6.4,75645
1998,7.4,5987
2002,8.2,12382
2016,8.2,10946
2007,7.0,69816
1961,8.3,796
1980,8.5,5374
2015,4.1,13570
1996,7.1,20307
2010,7.1,18436
,8.4,12906
1994,8.0,1994
2017,,
2010,8.7,29091
2009,8.1,13370
2008,7.5,10912
2009,7.9,18492
2003,5.9,35455
2010,6.8,44543
1988,7.1,3458
2000,7.4,23799
2011,6.5,6699
2017,7.6,1355
2010,7.9,25264
2007,8.0,18880
2010,5.2,107476
2013,8.6,3088
2001,8.6,24200
2016,6.2,1024
2014,7.3,10391
2003,5.5,43240
2015,6.7,57716
1994,7.3,16766
2003,5.0,13731
2014,7.0,10706
2004,6.6,16303
2004,8.1,4229
2010,6.9,9620
2011,8.0,18199
,,
2017,9.2,8376
2017,,
2012,8.1,10032
2017,8.0,3061
2010,5.9,26452
2007,7.5,8646
2016,7.2,14932
2016,3.0,872
,7.1,20499
2015,7.0,827
2009,7.4,17711
2002,7.8,16336
2016,6.9,5946
2010,6.7,31133
2011,9.0,25349
2006,7.6,5006
2005,7.7,16506
2016,8.3,275337
2017,7.1,24675
2014,6.6,7973
2008,6.9,37812
,8.1,389
2014,7.2,8095
2004,8.0,4666
2016,6.7,6189
2014,6.0,20559
2016,8.5,2044
2014,6.1,17380
2011,6.6,25933
1992,7.8,5113
2010,7.3,1760
2016,6.4,1332
2006,8.0,3252
,,
2016,7.7,1677
2015,7.3,2974
2015,5.7,42866
2015,5.2,6037
,,
2011,7.7,5135
2012,7.7,1287
2015,6.6,14154
2016,7.1,1014
2005,7.8,8131
2016,6.3,18805
2010,5.5,1457
2012,8.0,7391
2013,6.5,4755
2009,7.7,20628
,8.1,1828
2014,6.6,6690
1996,9.7,40165
2008,7.4,3368
2010,7.0,205475
,9.3,2496
2014,4.2,9605
2010,7.3,8319
2008,7.3,9537
2016,8.8,10639
2017,,
,8.6,3293
2016,7.3,1593
2010,6.7,10441
2012,7.6,18196
2014,6.8,3820
2012,7.2,20247
2017,,
2007,7.8,8483
2015,6.1,37963
2012,5.0,40998
2005,8.5,6023
2016,8.1,259
2005,5.9,16959
2006,7.8,21710
2017,6.6,2048
1997,8.1,24046
2009,8.9,147766
2013,7.3,15930
1992,7.8,6172
1986,8.1,5721
1926,9.0,7025
1940,7.6,3989
2017,5.5,352
2011,5.7,39835
1998,7.5,17776
1987,7.8,4470
1957,8.3,6564
1992,8.3,4895
1939,7.8,6349
1987,8.1,2356
1995,7.6,34460
2006,7.7,12666
2016,7.9,226
1953,7.8,2474
2016,7.4,6317
2015,6.3,15785
2016,5.4,73
1985,8.6,3611
2009,8.9,1980
,,
2007,9.1,15836
2014,6.9,17388
1995,7.1,3769
2016,6.9,436
2010,7.7,30324
1998,7.1,4247
2004,5.8,6358
1994,8.7,1316
2010,7.7,22357
1979,8.3,6935
2012,6.2,22458
2011,5.7,45055
2016,,
2013,6.8,6990
2005,6.4,9082
2005,8.8,43345
1948,7.9,4468
2016,7.8,2520
2000,7.6,2160
2008,7.2,30475
1956,7.6,5231
2017,7.3,133287
2016,7.0,3996
2005,7.8,19161
2001,6.0,40860
2004,7.1,21354
2015,4.3,2360
2009,6.2,71765
1993,7.4,1738
2013,8.1,2493
1999,6.8,19000
2006,5.9,36722
2017,,
1999,7.4,9145
2013,7.4,7802
2015,6.7,3715
2010,7.1,29893
2017,5.1,213
2014,8.0,14616
2016,6.6,6830
2015,4.4,38384
2011,8.3,2293
2000,6.8,13365
1957,8.5,4224
2015,7.2,3719
1999,7.6,5174
2013,6.4,1536
2001,7.7,10821
2006,9.4,16413
1991,7.8,6352
2014,5.7,2860
2012,7.1,6657
2005,6.6,8905
1940,8.2,9735
2015,8.2,5756
2015,4.6,380
2009,6.8,21290
2009,5.3,29984
2009,8.5,27905
1991,7.4,3527
2011,8.4,205546
2001,7.7,2169
2016,7.7,2505
2015,6.5,4586
1992,6.6,6755
2015,7.1,745
2008,6.7,9960
2014,3.8,57139
1977,8.1,6475
1996,7.2,5762
2003,6.4,8744
2015,6.7,5902
2000,8.6,9557
2014,6.4,4523
2016,6.9,1003
1994,7.7,2063
2005,7.1,14480
1985,7.2,4068
2015,3.6,32636
2014,7.4,7643
2011,6.6,7919
2006,8.4,11541
2003,7.7,17354
2015,6.4,18750
,7.8,6669
2010,8.1,22473
2009,7.9,151917
1999,5.6,11000
2015,8.5,3672
2003,5.8,32111
2002,7.5,3024
2005,8.0,9995
2010,7.5,27818
2005,5.9,13940
2005,7.6,77023
2004,7.7,10056
2012,6.3,42796
2016,6.3,70209
2012,8.2,8637
2017,4.3,139
2015,4.5,1236
2016,6.4,541
2016,6.4,30284
2012,5.7,12015
2002,6.3,9386
2015,5.7,2899
2010,6.0,37432
,7.1,6752
2017,5.7,753
2012,6.9,8838
2011,6.9,8270
2008,6.3,12857
2017,,
2005,8.7,10205
2014,8.1,3329
2017,,
2012,7.4,13725
2015,5.8,2097
2008,6.5,12475
2013,8.5,498
,9.1,13229
2017,,
2004,5.1,7968
2015,3.3,785
2015,5.3,9601
2009,7.9,58759
2016,6.0,83
2016,5.9,62
2009,6.6,15087
2012,7.6,19630
2017,5.9,267
2010,6.3,14490
2010,6.9,64434
2014,7.2,2894
2014,8.6,4422
2005,6.6,19196
2016,6.3,4670
2011,3.9,45430
2012,5.7,5163
2016,7.2,1433
2013,6.7,1696
2010,7.3,35518
2011,5.4,22885
2015,7.5,6015
2016,6.7,1568
1972,8.4,5894
2015,9.2,12937
2014,7.4,16544
2015,5.8,7451
2011,7.6,16103
2016,7.4,1752
2016,6.5,7092
2012,8.0,5394
2015,3.9,326
2015,6.3,385
2015,5.6,704
2017,5.1,108
2011,7.8,13040
2016,5.7,4752
1997,9.7,38078
2016,7.4,5189
1998,9.7,36639
2001,9.7,33470
2017,6.4,554
2015,6.7,1875
2014,5.5,10989
2014,6.7,613
2005,6.9,14863
2015,7.3,5341
2009,8.5,10347
2016,5.7,142
2017,,
2017,8.7,4442
2009,8.2,370
2011,6.0,1813
2010,8.0,16948
2012,6.7,6292
2017,8.2,12722
2017,5.0,6055
2013,7.1,3551
2005,7.1,11458
,7.5,6707
,4.9,104
2015,5.4,2957
2008,7.5,6057
2016,8.4,1104
2014,8.4,5096
2017,,
2012,8.1,29900
2011,7.4,24003
2012,8.1,13371
2014,6.7,3190
2007,8.0,21177
2012,7.0,12827
2016,6.3,3291
1985,7.9,5528
2014,8.4,1866
1997,8.1,2252
2010,8.6,9707
2015,6.6,14290
2016,7.6,1030
1951,7.8,1570
1963,8.7,7046
1994,7.7,7269
1993,8.0,6800
1998,8.5,9406
2017,,
2010,7.8,15036
1980,7.7,3643
2010,8.3,7870
1990,8.2,4870
2014,7.3,4853
1945,8.2,22492
2009,7.5,47180
1998,7.8,1614
1936,9.2,82397
2000,8.3,1753
2014,6.6,1177
2014,7.4,2578
2013,6.9,4141
1992,7.5,859
1963,7.9,7185
2015,3.5,317
1961,7.6,4930
2010,4.8,28563
1993,8.1,6992
1957,7.4,7001
2013,7.9,13020
2009,7.8,5007
2012,7.9,22123
2005,6.5,2476
2003,7.8,12003
2016,6.4,10274
1999,8.1,9032
1990,7.8,7280
2015,6.6,1729
2016,8.7,51368
2016,6.5,1608
1974,7.6,4580
1994,7.4,2264
2013,7.8,9557
2017,4.9,128
2017,7.2,3362
1996,7.1,2001
1994,7.0,5448
2001,6.5,7252
2011,3.3,11844
2010,6.9,1925
2006,5.4,10363
2017,,
2002,6.8,8826
2016,7.3,4727
2004,6.9,22023
2017,8.3,3476
1957,7.6,3510
2017,7.7,35
2011,6.9,7846
1992,8.0,35689
2016,6.2,29811
2017,5.9,1346
1998,6.7,9447
2015,7.4,8359
2015,5.2,366
2004,7.9,5835
1925,8.8,3080
2015,8.9,2245
1999,8.3,27376
2014,6.3,7374
2014,5.8,8218
2017,8.1,877
1995,7.3,4530
1993,7.4,8090
2006,8.0,7222
2007,7.6,6677
2009,7.5,20007
1987,7.5,4922
2014,7.2,7632
2015,5.7,3876
1999,8.3,5415
,8.1,77
,8.1,6246
1995,7.2,3458
2014,7.8,1908
2014,6.4,14090
2013,5.4,13942
2007,6.9,35952
2017,6.3,164
2015,7.2,4132
2010,7.5,13419
1956,7.3,830
2011,8.4,1809
2014,6.6,3745
2015,8.3,8929
2016,7.0,317
2017,,
2016,,
2002,5.8,42437
2015,6.2,3303
2002,7.6,4247
2002,7.5,16319
2017,8.9,343
2014,6.5,15923
2009,9.0,13450
2013,5.9,13078
1960,7.3,689
2015,7.2,6445
2016,8.0,5245
1963,8.4,1892
2013,8.6,7553
2011,8.1,5904
1998,8.3,8951
2016,4.9,1779
2002,7.5,18242
2016,7.1,1073
2015,3.3,6362
2009,7.6,19676
,,
2003,7.1,25713
2003,7.0,30092
2003,6.2,27826
2003,6.4,33332
,7.1,13565
2004,7.5,5918
1992,8.0,6652
2005,7.0,21478
2014,5.7,1524
2017,,
2014,7.8,4825
2017,6.4,997
2015,7.3,7596
2017,,
2015,7.6,85878
2015,7.8,8192
2010,7.7,2386
2011,7.9,20389
2015,7.3,905
2011,5.7,19741
2011,6.5,8313
2006,8.2,9888
2013,6.7,1718
2017,7.8,606
2017,2.7,94555
2016,6.7,346
2012,6.9,7140
2003,7.3,1664
2018,,
2013,6.3,4141
2013,7.3,2172
2016,6.1,2265
2016,8.5,865
1996,9.0,19364
2017,,
2016,7.8,11937
2008,6.8,18479
2015,7.0,5767
,,
2017,,
2016,6.6,2370
2011,5.9,5271
2017,,
2017,6.1,590
2008,8.2,12585
2007,7.0,3920
2014,6.1,4202
2015,5.6,2773
2016,6.3,472
2007,7.9,23818
2015,4.2,11848
2012,7.5,11952
2009,6.7,7274
2015,8.5,5558
2012,7.1,1351
,7.3,890
2014,8.3,2826
2010,6.8,18491
2010,6.0,6209
2012,5.5,18445
2016,5.1,124
2016,4.8,110
2016,6.9,132
2009,7.1,3935
2005,8.2,2964
2001,7.6,10840
2015,8.3,238
2011,6.8,36302
2016,7.4,969
2013,5.7,17553
2017,7.4,95017
,6.7,3117
2014,7.7,24485
,4.8,670
2015,9.0,1187
2013,7.9,6835
2016,6.7,266
2008,7.6,1173
2017,7.5,98
2008,8.3,13533
2015,6.7,2779
1988,7.4,11153
2013,8.0,1451
2016,4.9,397
2015,4.1,560
2008,7.6,20586
2015,6.4,1854
2015,7.7,189
2012,5.3,10304
2009,8.3,5364
2014,7.3,7650
1965,8.2,1306
2007,7.2,5342
2012,6.4,36388
,8.8,1087
2015,7.7,2816
2010,6.4,11512
2017,9.1,346235
2000,9.7,34179
1959,7.9,5707
2011,5.0,37609
1993,8.1,4415
2010,9.0,2175
2006,7.2,28886
2012,6.8,14817
2012,6.2,22765
2010,6.2,4332
2001,7.6,5856
2011,8.1,19551
2013,6.5,16122
1997,9.3,1836
2005,7.5,11083
2011,9.2,7238
2011,5.7,11379
2003,9.3,5584
2003,9.2,16387
2016,8.2,57055
2009,7.5,19589
2016,6.6,1661
2014,4.9,5018
2013,7.6,596
2016,8.4,552
2011,6.4,29621
1993,8.1,1473
2010,6.5,38951
2013,5.0,10189
2005,6.9,33960
2013,7.1,16331
2002,7.8,2135
2016,8.0,1470
2016,8.7,269905
2007,7.3,13799
2014,6.2,391
2017,,
2015,7.6,2690
2014,5.8,2256
2015,5.7,10173
2017,4.6,1987
2013,5.4,7616
2011,6.9,50553
2008,5.7,59868
2001,7.9,4439
1998,7.5,9541
2016,2.6,4964
2013,8.2,5829
1975,8.7,10240
2012,6.7,4389
1971,8.2,5329
2013,7.6,4115
2014,8.0,7873
1997,8.7,259154
1971,8.3,3384
2010,7.5,33742
1988,7.5,5810
2016,5.7,356
1998,7.5,3671
2012,7.5,13078
1992,8.5,551
1978,7.8,6093
2013,7.0,16400
1960,8.6,8650
2013,7.1,13013
2005,5.9,6582
2010,4.8,19928
2013,6.0,3329
1967,7.9,1560
1996,8.9,3461
2013,6.2,716
2012,7.0,17368
2017,4.0,5429
2013,7.1,1724
2016,8.0,345
2002,8.0,5639
1992,8.3,81584
1993,8.8,2770
2011,6.4,8494
2011,3.9,14686
,,
2017,6.1,86
2017,4.8,147
2006,7.7,9637
2014,6.9,9914
1959,9.0,3471
2007,7.7,11269
1988,7.6,4891
2003,7.0,13333
,6.1,1458
2012,6.4,36288
,5.4,388
1984,8.9,4592
1994,7.7,13446
2013,7.4,33809
2004,6.8,23565
2003,7.5,7560
2006,7.8,15346
1975,8.6,1593
1999,8.3,7887
2005,6.8,9661
2017,8.7,66
2008,6.5,6773
2016,7.1,3532
2007,8.7,6379
1982,8.0,5282
2016,5.8,3904
2002,7.8,48934
1983,8.8,3665
2011,4.6,500
2004,7.5,11620
1981,7.3,1584
2004,6.9,12612
2016,8.8,138
1995,7.8,7939
1996,7.9,1109
1993,6.8,9935
2008,7.8,1902
2017,7.0,2058
2016,4.7,352
,8.3,2442
,,
,7.8,2600
2016,4.5,3068
1953,8.0,2912
1928,9.1,4875
2014,7.1,4562
2017,6.1,679
2010,7.3,49532
2005,6.8,4367
1997,7.0,4722
2014,6.5,2437
2017,,
,8.2,3475
2013,5.7,17954
1938,7.7,1718
2015,5.6,2861
2006,7.2,14845
2017,6.8,14218
2011,6.7,14663
1978,7.4,3081
2013,6.3,9195
2013,7.5,12929
2006,7.2,3723
1986,7.2,1591
2017,6.7,84
2011,7.6,13283
1996,7.3,2886
1967,7.9,1131
1992,8.1,9251
1961,8.2,7704
2014,6.4,2368
2008,8.9,35634
2001,7.2,10084
2013,8.0,3605
2007,7.2,37117
2001,6.3,8897
1999,7.1,8252
1991,8.1,5083
1942,9.2,10771
2017,7.4,50
,6.6,77
1954,8.4,1291
2017,,
1998,6.8,7754
,,
2014,7.2,10076
,8.0,6280
2015,5.8,17070
2009,6.4,21732
2010,8.2,8493
1954,7.9,15708
1974,7.3,10074
2008,7.5,34506
,7.5,5161
2017,,
2013,6.8,2716
2016,6.6,4559
1933,8.4,2272
2010,7.4,10875
1998,7.3,4140
2000,7.3,14168
,3.4,528
2014,6.2,6108
2011,7.1,8842
2016,6.0,3280
2010,7.1,3532
2011,2.9,6621
2006,7.0,8109
2003,6.7,18484
1983,7.1,1077
2013,8.3,2819
2017,6.8,44
2009,6.9,23639
2002,7.3,15691
2012,7.4,10274
2013,6.3,14511
,7.9,4625
1998,8.4,13849
2008,6.7,1338
2000,6.5,4681
2000,6.9,3302
2007,7.7,11736
,6.6,1428
2016,8.2,12792
2017,7.0,409
2010,7.1,26553
2014,7.3,1642
2004,7.8,10564
2003,6.5,21709
1993,8.0,2405
2016,5.6,434
2004,6.2,15654
2004,6.1,1724
2014,5.4,17139
2004,8.1,3928
2005,5.3,12920
2005,6.9,22937
2005,6.5,13910
2014,8.6,8738
2015,7.5,9614
2011,7.5,5517
2013,6.3,8332
2014,7.8,2994
1994,7.5,4298
2011,5.1,6521
2016,7.4,1349
,,
2013,8.3,14928
2013,8.2,3737
2012,6.7,5356
2017,6.3,848
2015,6.8,8397
2016,8.1,246
2013,8.0,20969
2005,8.6,2257
2003,7.4,9633
2008,6.4,8050
2013,7.4,5971
,5.8,4827
2017,,
2008,7.4,59113
2012,6.8,2462
2012,7.4,2415
2016,,
2017,5.7,786
,7.2,12990
2001,8.2,4917
2011,7.5,1793
2016,3.1,677
2012,7.0,6051
2014,6.3,3292
2014,6.0,500
2003,7.8,34413
2012,7.7,3818
2017,7.5,293
2010,7.0,15440
2014,6.8,34074
2016,6.9,829
2014,8.8,2803
2016,7.5,863
2009,6.7,31672
2014,3.4,1858
2016,8.1,4899
1983,8.3,1071
2000,8.6,8266
2015,7.4,1890
1992,7.9,1209
2005,8.1,3066
2008,7.9,40923
2014,5.7,4414
2013,,
2017,5.6,96
2016,5.8,3021
2015,9.1,15975
2013,5.6,8796
2009,7.6,14396
2015,7.3,933
2003,7.8,1872
,,
2000,8.7,4552
2006,8.1,188354
2011,4.9,19847
2007,5.8,44420
2016,5.1,615
2013,5.6,742
2014,7.4,9769
2015,7.2,300
2006,5.9,40852
2012,6.4,4918
2006,7.8,16589
2017,3.7,1594
2013,7.9,438
2010,7.5,46973
1996,8.5,13181
,6.2,320
2004,5.8,5883
2011,5.6,57448
2006,7.8,6474
2016,6.0,576
2016,7.7,4255
2009,6.8,19622
2011,7.8,13216
,5.8,2243
2010,7.5,1823
2015,9.4,6172
,4.3,450
2008,5.9,17088
2016,4.2,370
2012,6.9,3944
2013,7.7,9024
2003,6.9,1609
2011,6.5,9072
2015,5.5,123
2006,8.0,4188
2014,9.1,50330
2015,6.9,17739
2015,4.1,3091
2014,6.1,1971
,,
2010,6.1,4790
2002,7.6,1786
2000,8.0,4802
1931,8.6,3755
2015,7.4,3457
1998,8.5,1400
2015,7.9,4097
2017,6.5,42741
2017,4.8,192
2016,7.8,761
2015,6.7,4349
2015,7.2,123218
2014,5.0,26956
2015,8.1,4057
2014,9.3,7236
2013,5.7,1342
2008,8.3,11179
2012,8.7,7399
2007,6.4,1176
1989,7.3,1928
2009,6.9,11157
1996,6.9,5399
1991,7.3,1094
2007,6.3,16193
2010,6.2,19315
2016,8.3,1080
2017,6.1,2273
2006,7.3,1644
2009,7.6,44898
2006,7.4,11246
2017,3.8,59925
2011,5.1,4023
2003,5.8,22163
2012,7.4,4003
2014,6.2,3309
2014,8.7,13115
2010,7.9,20319
2016,5.4,402
1947,8.3,4301
2012,4.7,1792
2006,8.0,16745
2015,7.8,3294
2017,5.3,103
1996,7.3,11886
1983,6.5,735
2016,5.3,6393
2012,5.6,1257
2008,8.3,2301
2014,8.9,6444
2011,7.8,17037
1956,8.3,2573
2011,5.2,38729
2007,6.9,4126
1998,9.2,588149
2012,5.8,16799
1985,6.8,706
1994,9.1,257318
1922,8.0,242
2005,8.5,11732
2011,6.6,6346
2007,7.2,5258
2009,5.1,27828
1984,7.4,9967
2004,8.6,2608
2004,6.4,710
1996,7.5,2800
2013,7.4,1073
2005,6.7,13894
2006,6.5,14513
1999,7.7,5966
1977,8.4,648
2013,6.5,3301
1995,7.6,6686
1967,8.1,3496
1981,7.9,10424
1943,8.1,1922
2000,9.0,11616
1990,7.6,5192
1942,8.5,2508
1956,7.1,2843
2015,8.6,1181
2015,5.6,990
,6.6,5030
2008,7.5,7899
1958,8.4,1303
1946,8.2,2524
2016,5.1,4202
2015,7.7,2198
1996,7.1,1034
2004,5.7,4824
1945,7.9,4464
1958,8.3,2579
1993,7.8,5630
2011,7.7,7919
2009,7.6,5080
1987,7.8,1058
1999,6.3,37502
2016,3.8,10579
1984,7.8,6626
2008,9.0,6486
2002,7.0,8512
2014,5.8,1394
1999,7.2,34675
1999,7.7,100933
2017,,
2011,6.9,12302
2005,8.3,5844
2011,6.2,9314
2017,5.5,49114
1991,8.3,968
2011,8.2,8655
2005,8.2,1102
2010,9.3,7914
1996,5.6,709
2007,7.3,4255
2014,6.9,3438
2006,6.6,13856
2000,7.1,5973
2009,6.1,3059
2016,6.4,1405
2001,6.3,16863
1999,7.4,993
1999,5.3,8754
2006,6.5,14341
